MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,SaleType,SaleCondition,SalePrice,SalePrice_log,NumberBath
RM,50.0,8635,None,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,1948,2001,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,BLQ,336,GLQ,295,672,3,Y,SBrkr,1072,213,1285,2,3,6,0,0,Detchd,1948,Unf,1,3,Y,0,0,MnPrv,WD,Normal,127000,11.751950239425476,1.0
RL,72.0,10778,None,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,1968,1968,HdBoard,HdBoard,None,0,3,CBlock,3,3,No,Unf,0,Unf,1768,1768,3,N,SBrkr,1768,0,1768,4,3,8,0,0,None,0,None,0,0,Y,0,0,None,WD,Normal,136500,11.824087219587643,2.0
RM,60.0,10440,Grvl,Reg,Lvl,Corner,OldTown,1Fam,2Story,5,1910,1981,Wd Sdng,Wd Sdng,None,0,3,PConc,3,3,No,Unf,0,Unf,440,440,4,Y,SBrkr,682,548,1230,2,3,5,0,0,Detchd,1966,Unf,2,3,Y,74,0,MnPrv,WD,Normal,110000,11.608244735642321,1.5
RL,100.0,13000,None,Reg,Lvl,Corner,NAmes,1Fam,2Story,6,1968,1968,VinylSd,VinylSd,BrkFace,576,3,CBlock,4,3,No,Rec,448,Unf,448,896,3,Y,SBrkr,1182,960,2142,4,4,8,1,4,Attchd,1968,Fin,1,3,Y,0,72,None,WD,Normal,193500,12.173037959397275,2.5
RM,32.0,4500,None,Reg,Lvl,FR2,Mitchel,TwnhsE,1Story,6,1998,1998,VinylSd,VinylSd,BrkFace,443,3,PConc,5,4,No,GLQ,1201,Unf,36,1237,5,Y,SBrkr,1337,0,1337,2,3,5,0,0,Attchd,1998,Fin,2,3,Y,0,199,None,WD,Normal,153500,11.941462360646149,2.0
RL,78.0,10206,None,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,2007,2007,VinylSd,VinylSd,Stone,468,3,PConc,4,3,No,GLQ,33,Unf,1530,1563,5,Y,SBrkr,1563,0,1563,3,4,6,1,4,Attchd,2007,RFn,3,3,Y,144,99,None,WD,Normal,245000,12.409017571151187,2.0
RL,80.0,8892,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,1960,1960,MetalSd,MetalSd,BrkCmn,66,3,CBlock,3,3,No,Unf,0,Unf,1065,1065,4,Y,SBrkr,1065,0,1065,3,3,6,0,0,Detchd,1974,Unf,2,3,Y,74,0,None,COD,Normal,126500,11.748005492256807,1.5
RL,65.0,8530,None,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,1995,1996,HdBoard,HdBoard,BrkFace,22,3,PConc,4,3,No,Unf,0,Unf,384,384,4,Y,SBrkr,804,670,1474,3,3,7,1,3,BuiltIn,1995,Fin,2,3,Y,120,72,None,WD,Normal,168500,12.034696963475044,2.5
RL,121.0,16059,None,Reg,Lvl,Corner,NoRidge,1Fam,2Story,8,1991,1992,HdBoard,HdBoard,BrkFace,284,4,CBlock,4,3,No,Unf,0,Unf,1288,1288,5,Y,SBrkr,1301,1116,2417,4,4,9,1,3,Attchd,1991,Unf,2,3,Y,127,82,None,WD,Normal,260000,12.468440756144114,2.5
RL,122.0,11911,None,IR2,Lvl,Inside,Gilbert,1Fam,2Story,6,2005,2005,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,Unf,0,Unf,684,684,5,Y,SBrkr,684,876,1560,3,4,6,1,4,BuiltIn,2005,Fin,2,3,Y,100,38,None,WD,Normal,174000,12.066816325306588,2.5
FV,40.0,3951,Pave,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,2009,2009,VinylSd,VinylSd,Stone,76,4,PConc,4,3,Av,Unf,0,Unf,612,612,5,Y,SBrkr,612,612,1224,2,4,4,0,0,Detchd,2009,RFn,2,3,Y,0,234,None,New,Partial,164500,12.010671928196443,2.5
C (all),105.0,8470,None,IR1,Lvl,Corner,IDOTRR,1Fam,1.5Fin,3,1915,1982,Plywood,Plywood,None,0,2,CBlock,3,2,No,Unf,0,Unf,1013,1013,3,N,SBrkr,1013,0,1526,2,2,6,0,0,None,0,None,0,0,N,0,0,MnPrv,ConLD,Abnorml,85000,11.350418300109132,1.0
RL,60.0,8070,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,4,1994,1995,VinylSd,VinylSd,None,0,3,PConc,4,3,No,GLQ,588,Unf,402,990,5,Y,SBrkr,990,0,990,3,3,5,0,0,None,0,None,0,0,Y,0,0,None,WD,Normal,123600,11.724813914587886,1.0
RL,60.0,7200,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,1950,1950,BrkFace,Wd Sdng,None,0,3,Slab,0,0,None,None,0,None,0,0,3,Y,FuseA,1040,0,1040,2,3,4,0,0,Detchd,1950,Unf,2,3,Y,0,29,None,WD,Normal,109900,11.60733523953139,1.0
RL,85.0,8500,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1961,1961,HdBoard,HdBoard,BrkCmn,203,3,CBlock,3,3,No,Rec,600,Unf,635,1235,3,Y,SBrkr,1235,0,1235,2,3,6,0,0,Attchd,1961,Unf,2,3,Y,0,0,GdWo,WD,Abnorml,98600,11.498836682527127,1.0
RL,80.0,13360,Grvl,IR1,HLS,Inside,Crawfor,1Fam,1Story,5,1921,2006,Wd Sdng,Wd Sdng,None,0,3,BrkTil,4,3,No,ALQ,713,Unf,163,876,5,Y,SBrkr,964,0,964,2,3,5,0,0,Detchd,1921,Unf,2,3,Y,0,0,None,WD,Normal,163500,12.004574385508691,1.0
C (all),60.0,7200,None,Reg,Lvl,Corner,OldTown,2fmCon,2.5Unf,6,1910,1998,MetalSd,MetalSd,None,0,3,BrkTil,3,2,Mn,Rec,1046,Unf,168,1214,5,N,SBrkr,1260,1031,2291,4,3,9,1,4,Detchd,1900,Unf,2,3,Y,0,0,None,WD,Normal,133900,11.804855999911272,2.0
RL,69.0,9337,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,1997,1997,VinylSd,VinylSd,None,0,3,PConc,4,3,No,GLQ,648,Unf,176,824,5,Y,SBrkr,905,881,1786,3,4,7,0,0,Attchd,1997,RFn,2,3,Y,0,162,None,WD,Normal,204750,12.229549885708273,2.5
RL,65.0,9765,None,IR2,Lvl,Corner,Gilbert,1Fam,2Story,6,1993,1993,VinylSd,VinylSd,BrkFace,68,5,PConc,4,4,No,ALQ,310,Unf,370,680,4,Y,SBrkr,680,790,1470,3,3,6,1,3,BuiltIn,1993,Fin,2,3,Y,232,63,None,WD,Normal,185000,12.128116509451258,2.5
RL,78.0,10264,None,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,1999,1999,VinylSd,VinylSd,BrkFace,183,4,PConc,4,3,Av,ALQ,1162,Unf,426,1588,5,Y,SBrkr,1588,0,1588,3,4,6,0,0,Attchd,1999,RFn,2,3,Y,158,29,None,WD,Normal,214000,12.273735966890268,2.0
RL,73.0,10921,None,Reg,HLS,Inside,Edwards,1Fam,1Story,4,1965,1965,HdBoard,HdBoard,BrkFace,48,3,CBlock,3,3,No,Rec,520,Unf,440,960,3,Y,FuseF,960,0,960,3,3,6,0,0,Attchd,1965,Fin,1,3,P,120,0,None,WD,Normal,94750,11.459007676978688,1.0
RL,85.0,10625,None,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,1920,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,ALQ,108,Unf,350,458,2,N,SBrkr,835,0,835,2,3,5,0,0,Basment,1920,Unf,1,2,Y,0,0,None,COD,Abnorml,83000,11.326607934898927,1.0
RL,77.0,9320,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,1959,1959,Plywood,Plywood,None,0,3,CBlock,3,3,No,ALQ,569,Unf,381,950,2,Y,SBrkr,1225,0,1225,3,3,6,0,0,None,0,None,0,0,Y,352,0,None,WD,Normal,128950,11.767187766223199,1.5
RL,80.0,10603,None,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,1977,2001,Plywood,Plywood,BrkFace,28,3,PConc,3,3,Mn,ALQ,1200,Unf,410,1610,4,Y,SBrkr,1610,0,1610,3,4,6,2,3,Attchd,1977,RFn,2,3,Y,168,68,None,WD,Normal,205000,12.230770136157428,2.0
RL,77.0,9206,None,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,1985,1985,HdBoard,HdBoard,BrkFace,336,4,CBlock,4,3,No,Unf,0,Unf,741,741,3,Y,SBrkr,977,755,1732,3,4,7,1,3,Attchd,1985,Fin,2,3,Y,192,46,None,WD,Normal,178000,12.08954444723597,2.5
RL,64.0,7018,None,Reg,Bnk,Inside,SawyerW,Duplex,1Story,5,1979,1979,HdBoard,HdBoard,None,0,3,Slab,0,0,None,None,0,None,0,0,3,Y,SBrkr,1535,0,1535,4,3,8,0,0,Attchd,1979,Unf,2,3,Y,0,0,None,WD,Alloca,118964,11.68658461118553,2.0
RL,94.0,10402,None,IR1,Lvl,Corner,CollgCr,1Fam,1Story,7,2009,2009,VinylSd,VinylSd,None,0,3,PConc,4,3,No,Unf,0,Unf,1226,1226,5,Y,SBrkr,1226,0,1226,3,4,6,0,0,Attchd,2009,RFn,3,3,Y,0,36,None,WD,Normal,198900,12.200562492481511,2.0
RM,60.0,7758,None,Reg,Lvl,Corner,IDOTRR,1Fam,1.5Fin,7,1931,1950,Stucco,Stucco,BrkFace,600,3,PConc,3,3,No,LwQ,224,Unf,816,1040,5,Y,FuseF,1226,592,1818,4,3,7,2,3,Detchd,1951,Unf,1,3,Y,0,0,None,WD,Normal,169500,12.040614105490253,1.5
FV,75.0,9375,None,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,2003,2004,VinylSd,VinylSd,BrkFace,768,4,PConc,5,3,No,Unf,0,Unf,1053,1053,5,Y,SBrkr,1053,939,1992,3,4,9,1,4,Attchd,2003,RFn,2,3,Y,140,45,None,WD,Normal,250000,12.429220196836383,2.5
RM,60.0,10800,Grvl,Reg,Lvl,Inside,OldTown,1Fam,1Story,4,1885,1995,VinylSd,VinylSd,None,0,3,BrkTil,2,3,No,Unf,0,Unf,641,641,4,Y,SBrkr,1047,0,1047,2,3,6,0,0,Detchd,1954,Unf,1,2,N,0,0,None,WD,Normal,100000,11.51293546492023,1.0
RM,50.0,6000,None,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,1948,1950,VinylSd,VinylSd,None,0,3,CBlock,3,3,No,ALQ,104,BLQ,516,789,5,Y,SBrkr,789,0,789,2,3,5,0,0,Detchd,1948,Unf,1,3,Y,0,0,None,WD,Partial,115000,11.652696102959753,1.0
RM,85.0,8500,None,Reg,Lvl,Corner,IDOTRR,1Fam,1.5Fin,5,1919,2005,CemntBd,CmentBd,None,0,3,CBlock,3,3,No,Unf,0,Unf,793,793,3,N,FuseF,997,520,1517,3,2,7,0,0,None,0,None,0,0,N,0,0,None,WD,Normal,115000,11.652696102959753,2.0
RL,105.0,11751,None,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,1977,1977,Plywood,Plywood,BrkFace,480,3,CBlock,4,3,No,BLQ,705,Unf,1139,1844,5,Y,SBrkr,1844,0,1844,3,3,7,1,3,Attchd,1977,RFn,2,3,Y,0,122,MnPrv,COD,Normal,190000,12.154784614286667,2.0
RL,75.0,9525,None,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,1954,1972,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,2,No,Rec,444,Unf,550,994,4,Y,SBrkr,1216,639,1855,4,3,7,0,0,Attchd,1954,Unf,1,3,Y,182,0,None,WD,Normal,136900,11.827013315851762,2.0
RL,65.0,7750,None,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,2000,2000,VinylSd,VinylSd,None,0,3,PConc,4,3,No,GLQ,250,Unf,134,384,5,Y,SBrkr,774,656,1430,3,3,7,1,3,BuiltIn,2000,Fin,2,3,Y,180,0,None,WD,Normal,180000,12.100717685412471,2.5
RL,77.0,9965,None,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,2007,2007,VinylSd,VinylSd,Stone,220,4,PConc,5,3,Av,GLQ,984,Unf,280,1264,5,Y,SBrkr,1282,1414,2696,4,5,10,1,4,BuiltIn,2007,Fin,3,3,Y,120,184,None,New,Partial,383970,12.85832230788469,2.5
RL,74.0,21000,None,Reg,Bnk,Corner,Crawfor,1Fam,1Story,6,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184,3,CBlock,4,3,Mn,ALQ,35,Rec,905,1809,3,Y,SBrkr,2259,0,2259,3,4,7,2,4,Basment,1953,Unf,2,3,Y,166,120,MnPrv,COD,Abnorml,217000,12.28765724080691,2.0
RL,61.0,7259,None,IR1,Lvl,Inside,Crawfor,1Fam,2Story,6,1945,2002,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,ALQ,774,LwQ,104,1028,5,Y,SBrkr,1436,884,2320,3,4,9,1,3,Detchd,1945,Unf,1,3,Y,224,0,MnPrv,WD,Normal,259500,12.466515835145202,2.5
FV,34.0,3230,Pave,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,1999,1999,MetalSd,MetalSd,BrkFace,1129,3,PConc,4,3,No,GLQ,419,Unf,310,729,4,Y,SBrkr,729,729,1458,2,3,5,1,2,Detchd,1999,Unf,2,3,Y,0,32,None,WD,Normal,176000,12.07824495582233,2.5
RL,71.0,11616,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,116,3,CBlock,3,3,No,LwQ,170,BLQ,252,1092,3,Y,SBrkr,1092,0,1092,3,3,6,1,1,Attchd,1962,Unf,1,3,Y,0,20,None,WD,Normal,139000,11.842236406331555,1.0
RL,74.0,8536,None,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,2006,2007,VinylSd,VinylSd,None,0,3,PConc,4,3,No,Unf,0,Unf,1125,1125,4,Y,SBrkr,1125,0,1125,2,3,5,0,0,Attchd,2007,Unf,2,3,Y,80,64,None,New,Partial,155000,11.951186847493476,1.5
RL,90.0,12376,None,Reg,Lvl,Corner,SawyerW,1Fam,2Story,7,1990,1990,Plywood,Plywood,None,0,3,PConc,4,3,Mn,GLQ,1470,Unf,203,1673,4,Y,SBrkr,1699,1523,3222,5,4,11,2,3,Attchd,1990,Unf,3,3,Y,367,0,None,WD,Normal,320000,12.676079399771027,3.0
RL,65.0,8461,None,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,2005,2006,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,728,728,5,Y,SBrkr,728,728,1456,3,4,8,1,4,Attchd,2005,Fin,2,3,Y,0,24,None,New,Partial,163990,12.0075668272517,2.5
RL,80.0,21453,None,IR1,Low,CulDSac,ClearCr,1Fam,SLvl,6,1969,1969,Plywood,Plywood,None,0,3,CBlock,3,3,Gd,ALQ,938,Unf,0,938,5,Y,SBrkr,988,0,988,1,3,4,2,3,Attchd,1969,Unf,2,3,Y,0,130,None,WD,Normal,180000,12.100717685412471,1.0
RM,50.0,6060,None,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,4,1939,1950,AsbShng,AsbShng,None,0,3,PConc,3,3,No,Unf,0,Unf,732,732,4,Y,SBrkr,772,351,1123,3,3,4,0,0,Detchd,1979,Unf,1,3,P,0,0,MnPrv,WD,Normal,100000,11.51293546492023,1.0
RL,75.0,9464,None,Reg,Lvl,Corner,NAmes,1Fam,1Story,6,1958,1958,MetalSd,MetalSd,BrkFace,135,3,CBlock,3,3,No,BLQ,570,Unf,510,1080,4,Y,SBrkr,1080,0,1080,3,3,5,0,0,Attchd,1958,Unf,1,3,Y,0,0,None,WD,Normal,136000,11.820417517632333,1.0
RL,55.0,7892,None,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,1993,1993,Plywood,Plywood,None,0,4,PConc,4,3,No,GLQ,300,Unf,899,1199,5,Y,SBrkr,1199,0,1199,2,4,5,0,0,Attchd,1993,RFn,2,3,Y,0,63,None,WD,Normal,153900,11.944064817531656,2.0
RL,48.0,17043,None,IR1,Lvl,CulDSac,NWAmes,1Fam,1Story,6,1979,1998,HdBoard,HdBoard,None,0,3,CBlock,4,2,No,Unf,0,Unf,1362,1362,3,Y,SBrkr,1586,0,1586,3,3,7,1,3,Attchd,1979,Unf,2,3,Y,192,0,None,WD,Normal,181000,12.10625783509458,2.0
RM,60.0,6780,None,Reg,Lvl,Inside,IDOTRR,2fmCon,1.5Fin,6,1935,1982,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,Av,GLQ,490,Unf,30,520,4,N,SBrkr,520,0,754,2,3,5,0,0,None,0,None,0,0,N,53,0,None,WD,Normal,84500,11.344518647594766,1.0
RL,24.0,4928,None,IR1,Lvl,Inside,NPkVill,TwnhsE,1Story,6,1976,1976,Plywood,Plywood,None,0,3,CBlock,4,3,No,ALQ,120,Unf,958,1078,3,Y,SBrkr,958,0,958,2,3,5,1,3,Attchd,1977,RFn,2,3,Y,0,205,None,WD,Normal,128000,11.759793355371237,2.0
RM,55.0,4388,None,IR1,Bnk,Inside,OldTown,1Fam,1.5Unf,5,1930,1950,WdShing,Wd Sdng,None,0,3,BrkTil,3,3,No,LwQ,116,Unf,556,672,5,Y,SBrkr,840,0,840,3,3,5,1,3,None,0,None,0,0,N,0,0,None,WD,Normal,87000,11.373674891823535,1.0
RL,69.0,7590,None,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,1966,1966,VinylSd,VinylSd,BrkFace,266,3,CBlock,3,3,No,BLQ,512,Unf,148,660,3,Y,SBrkr,660,688,1348,3,3,6,1,2,Attchd,1966,RFn,2,3,Y,188,108,None,WD,Normal,155000,11.951186847493476,1.5
RL,69.0,8973,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1958,1991,Plywood,Plywood,BrkFace,85,3,CBlock,3,3,No,Rec,567,BLQ,413,1008,3,Y,FuseA,1053,0,1053,3,5,6,0,0,2Types,1998,RFn,2,3,Y,0,80,MnWw,WD,Abnorml,150000,11.918397239722838,1.5
RL,88.0,14200,None,Reg,Lvl,Corner,NAmes,1Fam,2Story,7,1966,1966,MetalSd,MetalSd,BrkFace,309,3,CBlock,3,3,No,Rec,445,Unf,479,924,5,Y,SBrkr,1216,941,2157,4,4,8,2,4,Attchd,1966,Fin,2,3,Y,105,66,GdPrv,WD,Normal,226000,12.328294703023396,2.5
RL,65.0,12224,None,IR1,Lvl,Corner,Gilbert,1Fam,2Story,6,2000,2000,VinylSd,VinylSd,BrkFace,40,4,PConc,4,3,No,GLQ,695,Unf,297,992,5,Y,SBrkr,1022,1032,2054,3,4,7,1,3,BuiltIn,2000,RFn,2,3,Y,24,48,None,WD,Normal,244000,12.404927602627597,2.5
RL,75.0,7388,None,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,1959,2002,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,405,Unf,658,1063,4,Y,SBrkr,1327,0,1327,3,4,7,0,0,Detchd,1974,Unf,2,3,Y,0,0,None,WD,Normal,150750,11.923384748066601,1.0
RL,85.0,6853,None,IR1,Lvl,Inside,Timber,1Fam,1Story,8,2001,2002,VinylSd,VinylSd,BrkFace,136,4,PConc,5,3,No,GLQ,1005,Unf,262,1267,5,Y,SBrkr,1296,0,1296,2,4,6,0,0,Attchd,2001,Fin,2,3,Y,192,25,None,WD,Normal,220000,12.301387370778713,2.0
RL,78.0,10335,None,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,1968,1993,Plywood,Plywood,None,0,3,CBlock,3,3,No,Rec,570,Unf,891,1461,4,Y,SBrkr,1721,0,1721,3,3,7,1,3,Attchd,1968,RFn,2,3,Y,0,96,MnPrv,WD,Normal,180000,12.100717685412471,2.5
RL,80.0,10400,None,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,1970,1970,Plywood,Plywood,BrkFace,288,3,PConc,3,3,No,Unf,0,Unf,1304,1304,4,Y,SBrkr,1682,0,1682,3,3,7,1,4,Attchd,1970,Unf,2,3,Y,98,0,MnPrv,WD,Normal,174000,12.066816325306588,2.0
RL,73.0,10355,None,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,1967,1967,MetalSd,MetalSd,BrkFace,196,3,CBlock,3,3,No,BLQ,695,Unf,519,1214,3,Y,SBrkr,1214,0,1214,3,3,5,1,2,Attchd,1967,RFn,1,3,Y,0,111,None,WD,Normal,143000,11.870606902224587,2.0
RL,82.0,11070,None,Reg,Lvl,Inside,Mitchel,Duplex,1Story,7,1988,1989,VinylSd,VinylSd,BrkFace,70,3,CBlock,3,3,No,Unf,0,Unf,1907,1907,4,Y,SBrkr,1959,0,1959,5,3,9,0,0,2Types,1989,Unf,3,3,Y,0,0,None,WD,Family,171000,12.049424683420915,3.0
RL,73.0,9066,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,1999,2000,VinylSd,VinylSd,BrkFace,320,4,PConc,4,3,Mn,GLQ,668,Unf,336,1004,5,Y,SBrkr,1004,848,1852,3,4,7,2,3,Attchd,1999,Fin,3,3,Y,224,106,GdPrv,WD,Normal,230000,12.345838935721968,2.5
RL,65.0,15426,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,1997,1997,VinylSd,VinylSd,None,0,3,PConc,4,3,No,GLQ,821,Unf,107,928,5,Y,SBrkr,928,836,1764,3,4,7,0,0,Attchd,1997,RFn,2,3,Y,276,99,MnPrv,WD,Normal,231500,12.352339472153524,2.5
RL,70.0,10500,None,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,1971,1971,HdBoard,HdBoard,None,0,3,CBlock,3,3,No,ALQ,432,Unf,432,864,3,Y,SBrkr,864,0,864,3,3,5,1,1,None,0,None,0,0,Y,0,0,None,ConLI,Normal,115000,11.652696102959753,1.0
RL,78.0,11645,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,2005,2005,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,GLQ,1300,Unf,434,1734,5,Y,SBrkr,1734,0,1734,3,4,7,0,0,Attchd,2005,Fin,2,3,Y,160,24,None,WD,Normal,260000,12.468440756144114,2.0
RL,71.0,8520,None,Reg,Lvl,Corner,NAmes,1Fam,1.5Fin,5,1952,1952,BrkFace,Wd Sdng,None,0,3,CBlock,3,3,No,Rec,507,Unf,403,910,2,Y,SBrkr,910,475,1385,4,3,6,0,0,Detchd,2000,Unf,2,3,Y,0,0,MnPrv,WD,Normal,166000,12.019749091416921,2.0
RL,78.0,10335,None,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,1999,1999,VinylSd,VinylSd,BrkFace,183,4,PConc,4,3,Gd,GLQ,679,Unf,811,1490,5,Y,SBrkr,1501,0,1501,3,4,6,0,0,Attchd,1999,RFn,2,3,Y,144,29,None,WD,Normal,204000,12.225880174775122,2.0
RM,70.0,9100,None,Reg,Lvl,Inside,Sawyer,Duplex,1Story,5,1963,1963,HdBoard,HdBoard,BrkFace,336,3,CBlock,3,3,No,Rec,1332,Unf,396,1728,3,Y,SBrkr,1728,0,1728,6,3,10,0,0,Detchd,1963,Unf,2,3,Y,0,0,None,ConLI,Abnorml,125000,11.736077016252437,2.0
RM,24.0,2522,None,Reg,Lvl,Inside,Edwards,Twnhs,2Story,6,2004,2006,VinylSd,VinylSd,Stone,50,4,PConc,4,3,No,Unf,0,Unf,970,970,5,Y,SBrkr,970,739,1709,3,4,7,0,0,Detchd,2004,Unf,2,3,Y,0,40,None,WD,Normal,130000,11.775297421715827,2.0
RM,51.0,6120,None,Reg,Lvl,Corner,BrkSide,1Fam,1Story,5,1931,1993,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,BLQ,209,Unf,506,715,3,Y,FuseA,875,0,875,2,3,5,0,0,Detchd,1931,Unf,1,2,Y,48,0,None,WD,Normal,105000,11.561725152903833,1.0
RL,65.0,9505,None,IR1,Lvl,CulDSac,Gilbert,1Fam,2Story,7,2001,2001,VinylSd,VinylSd,BrkFace,180,4,PConc,4,3,No,Unf,0,Unf,884,884,5,Y,SBrkr,884,1151,2035,3,4,8,1,4,BuiltIn,2001,Fin,2,3,Y,144,48,None,WD,Normal,222500,12.312686874960354,2.5
RL,63.0,7500,None,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,2004,2005,VinylSd,VinylSd,BrkFace,120,3,PConc,4,3,No,GLQ,680,Unf,400,1080,5,Y,SBrkr,1080,0,1080,3,4,6,0,0,None,0,None,0,0,Y,0,0,None,WD,Normal,141000,11.856522261533737,1.0
RM,52.0,6240,None,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,1936,1950,MetalSd,MetalSd,None,0,3,BrkTil,4,3,No,Unf,0,Unf,896,896,4,Y,FuseA,896,448,1344,3,3,7,0,0,Detchd,1936,Unf,1,2,Y,200,114,None,WD,Normal,115000,11.652696102959753,1.0
RL,120.0,10356,None,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,1975,1975,HdBoard,HdBoard,None,0,3,CBlock,3,3,Av,BLQ,716,Unf,253,969,3,Y,SBrkr,969,0,969,3,3,5,0,0,Attchd,1975,Unf,2,3,Y,0,0,MnPrv,WD,Normal,122000,11.711784520403112,1.5
RL,107.0,13891,None,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,2007,2008,VinylSd,VinylSd,Stone,436,4,PConc,5,3,Gd,GLQ,1400,Unf,310,1710,5,Y,SBrkr,1710,0,1710,2,4,6,1,4,Attchd,2007,RFn,3,3,Y,0,102,None,New,Partial,372402,12.827731880206521,2.0
RL,80.0,14803,None,IR1,Lvl,CulDSac,NWAmes,1Fam,2Story,6,1971,1971,HdBoard,HdBoard,BrkFace,252,3,CBlock,3,3,No,Rec,416,Unf,409,825,4,Y,SBrkr,1097,896,1993,4,3,8,1,4,Attchd,1971,RFn,2,3,Y,0,66,GdWo,WD,Normal,190000,12.154784614286667,2.5
RL,80.0,13500,None,Reg,Lvl,Inside,ClearCr,1Fam,1Story,6,1960,1975,BrkFace,Plywood,None,0,3,CBlock,4,3,Gd,BLQ,429,ALQ,93,1602,4,Y,SBrkr,1252,0,1252,1,3,4,1,4,Attchd,1960,RFn,2,3,Y,409,0,None,WD,Normal,235000,12.367345048436391,1.0
RM,84.0,11340,None,Reg,Lvl,Corner,OldTown,1Fam,1Story,6,1923,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,Unf,0,Unf,1200,1200,3,Y,FuseA,1200,0,1200,4,3,7,0,0,Detchd,1923,Unf,1,2,Y,0,0,None,WD,Family,125000,11.736077016252437,1.0
RL,60.0,9600,None,Reg,Lvl,Corner,Edwards,1Fam,1.5Fin,6,1924,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,Unf,0,Unf,572,572,2,N,FuseF,572,524,1096,2,3,5,0,0,None,0,None,0,0,N,0,8,None,WD,Normal,79000,11.277215789596893,1.0
